scripts/_siteinject/sitecustomize.py	
scripts/add_mfu_retro.py	Retro-annotate all existing bench summary.json files with MFU/MBU fields. 
scripts/analyze_alternative_serving_objectives.py	Alternative-objective re-analysis of the completed serving-ceiling campaign. 
scripts/analyze_moe_bucket_usage.py	Which MoE config bucket does each forward actually land in? 
scripts/analyze_nsys_universal_config.py	Analyze nsys profile of universal-config sglang run. 
scripts/analyze_serving_ceiling.py	Analysis for the 2026-07-24 serving-ceiling campaign. 
scripts/analyze_v44_config_ab.py	v42 analysis: compare baseline vs ours e2e A/B, per cell, with Welch t-test. 
scripts/analyze_v45_server_ab.py	v45 analysis: server-level ours vs fallback, per regime, Welch t-test. 
scripts/archive/run_stage1_v0.2.py	Stage 1 end-to-end orchestrator. 
scripts/archive/score_suspicion_v1.py	Stage 1: score suspiciousness of each workload run. 
scripts/autotune_two_regimes.sh	Drive 2 Optuna studies sequentially on one GPU.
scripts/bench_moe_3way.py	MoE GEMM 3-way performance benchmark on H200 bf16. v2 — fixed API.
scripts/bench_ncu_all_regimes.sh	Run all 4 regimes through bench_ncu_one_regime.sh sequentially.
scripts/bench_ncu_one_regime.sh	Per-regime NCU runner — uses sglang.bench_one_batch with --profile-activities CUDA_PROFILER
scripts/build_chendi_v4_report.py	Build spreadsheet per Chendi's spec (2026-07-07): 
scripts/build_config_spreadsheet.py	Build consolidated config spreadsheet across v2 and v3 experiments. 
scripts/build_config_xlsx.py	Convert consolidated_config_spreadsheet.csv → xlsx with formatting. 
scripts/build_v4_spreadsheet.py	Build v4 cross-model spreadsheet. 
scripts/build_v5_kernel_report.py	Aggregate v5 kineto kernel-level data into a shareable spreadsheet. 
scripts/build_v5b_ncu_report.py	Aggregate v5b NCU kernel-level metrics into a clean spreadsheet. 
scripts/build_v6_sglang_ncu_report.py	Build unified NCU kernel report combining:   - June 9 data: Qwen3-30B-A3B (bf16), 1 config (cookbook), 4 regimes
scripts/check_moe_down_config.py	Can an up-projection and a down-projection MoE config be used together? 
scripts/cluster_regimes.py	Stage 1: cluster suspicious cases into regimes and emit a human-readable map. 
scripts/compute_v10_roofline.py	v10 roofline: decode end-to-end floor + per-kernel bandwidth roofline. 
scripts/compute_v18_gflops.py	v18: compute achieved GFLOP/s per kernel from NCU FLOP counters. 
scripts/custom_moe_patch.py	Monkeypatch sglang's TritonRunner.run to use a custom small-M (decode) MoE kernel when M<=SMALL_M_MAX and the case is bf16/gated/no-quant/shape-matched. Falls back to
scripts/finalize_alternative_objectives.py	Phase-5: validated selection for the alternative-objective study. 
scripts/fx_fusion/accuracy_vs_fp64.py	Is the fused kernel as accurate as the path it replaces? 
scripts/fx_fusion/e2e_ab_gemma3.py	End-to-end A/B of the fused qk-norm + rope path on Gemma-3. 
scripts/fx_fusion/fx_dispatch_gap_detector.py	Detect dispatch gaps by comparing a module's FX graph across input shapes. 
scripts/fx_fusion/fx_fusion_scanner.py	Find fusable elementwise chains in a torch.compile FX graph. 
scripts/fx_fusion/fx_scan_models.py	Run the FX fusion scanner over real HF models. 
scripts/fx_fusion/gemma3_fused_qknorm_rope_feasibility.py	Can Gemma-3 use the fused QK-norm + RoPE kernel sglang already ships? 
scripts/fx_fusion/gsm8k_accuracy_gate.py	Does the fused path cost any task accuracy? 
scripts/fx_fusion/gsm8k_paired_test.py	Paired significance test for the GSM8K arms. 
scripts/fx_fusion/locate_fused_qknorm_error.py	Where does the 3.94% actually come from? 
scripts/fx_fusion/scan_models_pipeline.py	Run the fusion-gap pipeline over several models and report what it finds. 
scripts/fx_fusion/scan_qknorm_rope_candidates.py	Which models could call fused_qk_norm_rope but do not? 
scripts/fx_fusion/verify_add_one_kernel.py	Does the add_one kernel variant remove the accuracy cost of folding (1 + w)? 
scripts/fx_fusion/verify_against_model_path.py	[b, h, s, d] -> [b, s, h, d], then flatten to the kernel's layout
scripts/fx_fusion/verify_generation_identical.py	Does the fused path change what the model generates? 
scripts/fx_fusion/verify_qknorm_merge.py	Validate the QK-norm merge opportunity found by FX scanning. 
scripts/generate_ncu_reports.py	Generate human-readable markdown NCU report per regime from ncu_summary.json.
scripts/generate_seed_suite.py	Materialize regime_scout/seed_suite.yaml → one workload YAML per seed. 
scripts/launch_server.py	Launch a SGLang server from a YAML config. 
scripts/lfm25_serving_ceiling_per_regime.py	What the serving-knob ceiling actually is on LFM2.5, per regime. 
scripts/lfm_fusion/exp3_analyze.py	Analyse the 2x2 layered experiment on LFM2.5 regime C. 
scripts/lfm_fusion/exp3_latency.py	Latency for the cells where throughput is the wrong yardstick. 
scripts/lfm_fusion/exp3_layered.sh	Experiment 3: does the kernel rewrite still pay once the baseline already has
scripts/lfm_fusion/exp3_layered_cfgonly.sh	Experiment 3: does the kernel rewrite still pay once the baseline already has
scripts/lfm_fusion/exp3_littles_law.py	Is the client the bottleneck, or is the server? 
scripts/lfm_fusion/exp3_moesum_marginal.py	Marginal contribution of `moesum`, at both baseline levels, on regime C. 
scripts/lfm_fusion/falcon_fusion_patch.py	Opt-in kernel patches for Falcon-H1 (and any mamba2 hybrid). 
scripts/lfm_fusion/fh_inject/sitecustomize.py	Both Falcon-H1 shims in one module. 
scripts/lfm_fusion/fh_sweep_ssd_tiles.py	Sweep the mamba SSD kernels' tile sizes on Falcon-H1 prefill. 
scripts/lfm_fusion/fx_bench_elementwise_paths.py	Decompose the ShortConv glue into its three elementwise passes and compare each against a fully contiguous baseline of identical HBM traffic.
scripts/lfm_fusion/fx_bench_fusions.py	Microbenchmarks for the ShortConv fusion candidates found by the FX/Inductor graph study.
scripts/lfm_fusion/fx_common.py	Shared helpers for the LFM2.5 FX / dynamo graph-export study. 
scripts/lfm_fusion/fx_export_graphs.py	Export FX / dynamo / AOT graphs and Inductor output code for the LFM2.5 ShortConv module and a full decoder layer.
scripts/lfm_fusion/fx_verify_fusion.py	Correctness verification for the ShortConv fusion candidates. 
scripts/lfm_fusion/gap_table_2026_08_04.py	Cross-model gap table for the 2026-08-04 campaign, against the Qwen control. 
scripts/lfm_fusion/gemma_fusion_patch.py	Opt-in fusion patch for SGLang's Gemma-3 implementation. 
scripts/lfm_fusion/gm_inject/sitecustomize.py	Applies the Gemma-3 fusion patch at import time (loaded via PYTHONPATH). 
scripts/lfm_fusion/lf_analyze.py	Aggregate the LFM2.5 fusion A/B into tidy CSVs plus a Welch t-test. 
scripts/lfm_fusion/lf_audit.py	Operator-level audit of LFM2.5 (and Qwen as control) across the three regimes. 
scripts/lfm_fusion/lf_bench_moesum.py	Correctness-gated microbenchmark for MoE sum + residual RMSNorm.
scripts/lfm_fusion/lf_bench_shortconv.py	Correctness-gated microbenchmark for the fused ShortConv glue kernels. 
scripts/lfm_fusion/lf_correctness.py	Numeric correctness gate for the LFM2.5 fusion patch. 
scripts/lfm_fusion/lf_e2e.py	End-to-end A/B for the LFM2.5 fusion patch, with a correctness gate. 
scripts/lfm_fusion/lf_inject/sitecustomize.py	Applies the LFM2.5 fusion patches at import time (loaded via PYTHONPATH). 
scripts/lfm_fusion/lf_lib.py	Shared definitions for the LFM2.5 kernel-fusion / rewrite study. 
scripts/lfm_fusion/lf_plot_crossarch.py	Cross-architecture audit figure: the gap tracks model family, not novelty.
scripts/lfm_fusion/lf_plots.py	Two figures for the LFM2.5 fusion study. 
scripts/lfm_fusion/lf_precision_analysis.py	Precision analysis: is a fused-kernel swap lossy, or just a different rounding? 
scripts/lfm_fusion/lf_triton_moesum.py	Fused top-k MoE reduction, residual add, and RMSNorm for LFM2.5. 
scripts/lfm_fusion/lf_triton_shortconv.py	Fused Triton kernels for the LFM2.5 gated short-convolution path. 
scripts/lfm_fusion/lf_tune_shortconv.py	Tile-size sweep for the fused ShortConv kernels. 
scripts/lfm_fusion/lfm_fusion_patch.py	Opt-in fusion patches for SGLang's LFM2.5 (Lfm2Moe) implementation. 
scripts/lfm_fusion/mamba_inject/sitecustomize.py	Make bench_one_batch usable on hybrid-mamba models. 
scripts/lfm_fusion/nsys_analyze.py	Derive LFM2.5 kernel timelines and fusion ceilings from nsys SQLite exports.
scripts/lfm_fusion/ol_inject/sitecustomize.py	Applies the OLMo-2 fusion patches at import time (loaded via PYTHONPATH). 
scripts/lfm_fusion/ol_triton_normadd.py	Fused RMSNorm-then-add for OLMo-2. 
scripts/lfm_fusion/olmo2_fusion_patch.py	Opt-in fusion patches for SGLang's OLMo-2 implementation. 
scripts/lfm_fusion/pr_verify_gemma3.py	PR-grade numeric verification of the Gemma3RMSNorm CUDA fix. 
scripts/lfm_fusion/rt_l2l3_consolidate.py	Consolidate the L2/L3/L2+L3 ablation on the real/agentic RT_ workloads. 
scripts/lfm_fusion/rt_l2l3_matrix.sh	Run the L2/L3/L2+L3 ablation (the 2x2 {MoE config off/on} x {L3 off/on},
scripts/lfm_fusion/rt_load_curve.py	Turn the Tool-Agent arrival-load sweep into a saturation curve. 
