docs/architecture/two-stage-overview.md	Two-Stage Architecture
docs/development/developer-guide.md	Developer Guide — SGLang End-to-End Optimization Agent
docs/development/history.md	Project history — how we got here
docs/development/log-layout.md	Log layout — Stage 1 RegimeScout
docs/development/restructure-notes.md	Restructure Status
docs/idea-pool/schema.md	Idea Pool — Schema
docs/paper_audit/REPOSITORY_EVIDENCE_AUDIT_ZH.md	仓库证据审计报告（面向论文写作）· REPOSITORY EVIDENCE AUDIT
docs/problem-package/schema.md	Problem Package — Schema
docs/reports/2026-05-28-progress.md	Progress Report — End-to-End SGLang Optimization Agent
docs/research/regime-search-extensions.md	Regime Search & Input Generation — Strengthening Strategy
docs/skills/README.md	Skills — design principles & catalog
docs/README.md	docs/
docs/architecture_primer.md	推理侧模型架构入门 —— 从 infra 视角
docs/kernel_fusion_catalogue.md	Kernel fusion 机会全集：我们找到的每一个、怎么找的、拿到多少
